書名,著者名,出版社,請求記号,ISBN,紀伊國屋
あなたの「いのち」をいただきます ー 先生といえば親も同然、親といえば先生も同然,永六輔∥著,ヴィレッジブックス,S914.6-ｴ ,9784789732116,https://www.kinokuniya.co.jp/f/dsg-01-9784789732116
沖縄ノート 岩波新書 青版762,大江健三郎著,岩波書店,S914.6-ｵ ,4004150280,https://www.kinokuniya.co.jp/f/dsg-01-4004150280
凡人として生きるということ,押井守∥著,幻冬舎,S914.6-ｵ ,9784344980891,https://www.kinokuniya.co.jp/f/dsg-01-9784344980891
不幸な国の幸福論,加賀乙彦∥著,集英社,S914.6-ｶ ,9784087205220,https://www.kinokuniya.co.jp/f/dsg-01-9784087205220
下りのなかで上りを生きる ー 「不可能」の時に「可能」を見つけろ,鎌田実∥著,ポプラ社,S914.6-ｶ ,9784591139684,https://www.kinokuniya.co.jp/f/dsg-01-9784591139684
気になる部分,岸本佐知子∥著,白水社,S914.6-ｷ ,4560720878,https://www.kinokuniya.co.jp/f/dsg-01-4560720878
悪あがきのすすめ,辛淑玉∥著,岩波書店,S914.6-ｼ ,9784004310792,https://www.kinokuniya.co.jp/f/dsg-01-9784004310792
瓦礫の中から言葉を ー わたしの〈死者〉へ,辺見庸∥著,NHK出版,S914.6-ﾍ ,9784140883631,https://www.kinokuniya.co.jp/f/dsg-01-9784140883631
日々の暮し方 白水Uブックス エッセイの小径 1032 6911,別役実著,白水社,S914.6-ﾍﾞ ,4560073325,https://www.kinokuniya.co.jp/f/dsg-01-4560073325
妻に捧げた1778話,眉村卓∥著,新潮社,S914.6-ﾏ ,410610069X,https://www.kinokuniya.co.jp/f/dsg-01-410610069X
センス入門,松浦弥太郎∥著,筑摩書房,S914.6-ﾏ ,9784480816726,https://www.kinokuniya.co.jp/f/dsg-01-9784480816726
男性論 ー ECCE HOMO,ヤマザキマリ∥著,文芸春秋,S914.6-ﾔ ,9784166609345,https://www.kinokuniya.co.jp/f/dsg-01-9784166609345
死の壁 新潮新書 061,養老孟司著,新潮社,S914.6-ﾖ ,4106100614,https://www.kinokuniya.co.jp/f/dsg-01-4106100614
バカの壁,養老孟司∥著,新潮社,S914.6-ﾖ ,4106100037,https://www.kinokuniya.co.jp/f/dsg-01-4106100037
超バカの壁,養老孟司∥著,新潮社,S914.6-ﾖ ,4106101491,https://www.kinokuniya.co.jp/f/dsg-01-4106101491
リコウの壁とバカの壁,ローヤー木村著,本の雑誌社,S914.6-ﾛ ,4860110315,https://www.kinokuniya.co.jp/f/dsg-01-4860110315
芭蕉、旅へ 岩波新書 新赤版95 0365,上野洋三著,岩波書店,S915-ｳ ,4004300959,https://www.kinokuniya.co.jp/f/dsg-01-4004300959
おくのほそ道の旅 岩波ジュニア新書 390 0365,萩原恭男著杉田美登著,岩波書店,S915-ﾊ ,4005003907,https://www.kinokuniya.co.jp/f/dsg-01-4005003907
十七歳の硫黄島,秋草鶴次∥著,文藝春秋,S916-ｱ ,4166605445,https://www.kinokuniya.co.jp/f/dsg-01-4166605445
1945年8月6日 ヒロシマは語りつづける 新版 岩波ジュニア新書 156,伊東壮著,岩波書店,S916-ｲ ,4005001564,https://www.kinokuniya.co.jp/f/dsg-01-4005001564
中学生の満州敗戦日記,今井和也∥著,岩波書店,S916-ｲ ,9784005005901,https://www.kinokuniya.co.jp/f/dsg-01-9784005005901
悲しみを生きる力に ー 被害者遺族からあなたへ,入江杏∥著,岩波書店,S916-ｲ ,9784005007325,https://www.kinokuniya.co.jp/f/dsg-01-9784005007325
銀時計の特攻 ー 陸軍大尉若杉是俊の幼年学校魂,江森敬治∥著,文藝春秋,S916-ｴ ,9784166606443,https://www.kinokuniya.co.jp/f/dsg-01-9784166606443
ヨルダン難民救援への旅 岩波ジュニア新書 193,小山内美江子著,岩波書店,S916-ｵ ,4005001939,https://www.kinokuniya.co.jp/f/dsg-01-4005001939
私は「蟻の兵隊」だった ー 中国に残された日本兵,奥村和一∥著、酒井誠∥著,岩波書店,S916-ｵ ,4005005373,https://www.kinokuniya.co.jp/f/dsg-01-4005005373
崖っぷちに立つあなたへ,落合恵子∥著,岩波書店,S916-ｵ ,9784005005925,https://www.kinokuniya.co.jp/f/dsg-01-9784005005925
ヒロシマ・ノート,大江健三郎∥著,岩波書店,S916-ｵ ,4004150272,https://www.kinokuniya.co.jp/f/dsg-01-4004150272
なんにもないけどやってみた ー プラ子のアフリカボランティア日記,栗山さやか∥著,岩波書店,S916-ｸ ,9784005006960,https://www.kinokuniya.co.jp/f/dsg-01-9784005006960
じいちゃんは引き揚げ少年だった 岩波ジュニア新書 320,坂本龍彦著,岩波書店,S916-ｻ ,4005003206,https://www.kinokuniya.co.jp/f/dsg-01-4005003206
孫に語り伝える「満州」 岩波ジュニア新書 296,坂本竜彦著,岩波書店,S916-ｻ ,400500296X,https://www.kinokuniya.co.jp/f/dsg-01-400500296X
目を閉じて心開いて ほんとうの幸せって何だろう 岩波ジュニア新書 401 0365,三宮麻由子著,岩波書店,S916-ｻ ,4005004016,https://www.kinokuniya.co.jp/f/dsg-01-4005004016
戦争を語りつぐ 女たちの証言 岩波新書 新赤版568,早乙女勝元著,岩波書店,S916-ｻ ,4004305683,https://www.kinokuniya.co.jp/f/dsg-01-4004305683
30代記者たちが出会った戦争 ー 激戦地を歩く,共同通信社会部∥編,岩波書店,S916-ｻ ,9784005008360,https://www.kinokuniya.co.jp/f/dsg-01-9784005008360
15歳のナガサキ原爆 岩波ジュニア新書 416,渡辺浩著,岩波書店,S916-ﾜ ,4005004164,https://www.kinokuniya.co.jp/f/dsg-01-4005004164
日本の戦時下ジョーク集,早坂隆∥著,中央公論新社,S917-ﾊ 太平洋戦争篇,9784121502506,https://www.kinokuniya.co.jp/f/dsg-01-9784121502506
日本の戦時下ジョーク集,早坂隆∥著,中央公論新社,S917-ﾊ 満州事変・日中戦争篇,9784121502490,https://www.kinokuniya.co.jp/f/dsg-01-9784121502490
99歳一日一言,むのたけじ∥著,岩波書店,S917-ﾑ ,9784004314578,https://www.kinokuniya.co.jp/f/dsg-01-9784004314578
漢詩入門 岩波ジュニア新書 304 0365,一海知義著,岩波書店,S919-ｲ ,4005003044,https://www.kinokuniya.co.jp/f/dsg-01-4005003044
漢詩のレッスン,川合康三∥著,岩波書店,S921-ｶ ,9784005007899,https://www.kinokuniya.co.jp/f/dsg-01-9784005007899
三国志演義 岩波新書 新赤版348 0365,井波律子著,岩波書店,S923-ｲ ,4004303486,https://www.kinokuniya.co.jp/f/dsg-01-4004303486
西遊記 トリック・ワールド探訪 岩波新書 新赤版666 0365,中野美代子著,岩波書店,S923-ﾅ ,4004306663,https://www.kinokuniya.co.jp/f/dsg-01-4004306663
なぜ孫悟空のあたまには輪っかがあるのか？,中野美代子∥著,岩波書店,S923-ﾅ ,9784005007530,https://www.kinokuniya.co.jp/f/dsg-01-9784005007530
金素雲『朝鮮詩集』の世界 ー 祖国喪失者の詩心,林容沢∥著,中央公論新社,S929-ｲ ,4121015568,https://www.kinokuniya.co.jp/f/dsg-01-4121015568
ラフカディオ・ハーン 虚像と実像 岩波新書 新赤版336,太田雄三著,岩波書店,S930-ｵ ,4004303362,https://www.kinokuniya.co.jp/f/dsg-01-4004303362
ラフカディオ・ハーン 日本のこころを描く 岩波ジュニア新書 405 0365,河島弘美著,岩波書店,S930-ｶ ,4005004059,https://www.kinokuniya.co.jp/f/dsg-01-4005004059
動物で読むアメリカ文学案内,河島弘美∥著,岩波書店,S930-ｶ ,9784005007196,https://www.kinokuniya.co.jp/f/dsg-01-9784005007196
もう一度、人生がはじまる恋 ー 愛と官能のイギリス文学,齊藤貴子∥著,PHP研究所,S930-ｻ ,9784569699271,https://www.kinokuniya.co.jp/f/dsg-01-9784569699271
ジェイムズ・ジョイスの謎を解く 岩波新書 新赤版429 0365,柳瀬尚紀著,岩波書店,S930-ﾔ ,4004304296,https://www.kinokuniya.co.jp/f/dsg-01-4004304296
魂をゆさぶる歌に出会う ー アメリカ黒人文化のルーツへ,ウェルズ恵子∥著,岩波書店,S931-ｳ ,9784005007660,https://www.kinokuniya.co.jp/f/dsg-01-9784005007660
英詩のこころ,福田昇八∥著,岩波書店,S931-ﾌ ,9784005007646,https://www.kinokuniya.co.jp/f/dsg-01-9784005007646
サリンジャー戦記 翻訳夜話 2 文春新書 330 7384,村上春樹著柴田元幸著,文藝春秋,S933-ﾑ ,4166603302,https://www.kinokuniya.co.jp/f/dsg-01-4166603302
ぼくのドイツ文学講義 岩波新書 新赤版428 0365,池内紀著,岩波書店,S940-ｲ ,4004304288,https://www.kinokuniya.co.jp/f/dsg-01-4004304288
グリム童話 メルヘンの深層 講談社現代新書 1034 2253,鈴木晶著,講談社,S943-ｽ ,4061490346,https://www.kinokuniya.co.jp/f/dsg-01-4061490346
象は世界最大の昆虫である ー ガレッティ先生失言録,ガレッティ∥述、池内紀∥編訳,白水社,S947-ｶ ,4560073791,https://www.kinokuniya.co.jp/f/dsg-01-4560073791
フランス恋愛小説論 岩波新書 新赤版573 0365,工藤庸子著,岩波書店,S950-ｸ ,400430573X,https://www.kinokuniya.co.jp/f/dsg-01-400430573X
ドストエフスキーのおもしろさ ことば・作品・生涯 岩波ジュニア新書 138 0365,中村健之介著,岩波書店,S980-ﾅ ,4005001386,https://www.kinokuniya.co.jp/f/dsg-02-4005001386
TOKYO ー TRADITIONS FROM ISLANDS TO MOUNTAINS,関昭彦∥著、ロブ・ゴス∥著,IBCパブリッシング,Y291-ｾ ,9784794605726,https://www.kinokuniya.co.jp/f/dsg-01-9784794605726
"PAUL POIRET,COUTURIERーPARFUMEUR ー EDITION BILINGUE FRANCAISーANGLAIS",SarahHoussinーDreyfussEditoricalcoordination,Somogy EDITIONS D’ART,Y702-ﾎﾟ ,9782757206751,https://www.kinokuniya.co.jp/f/dsg-02-9782757206751
Do I Tell?,RobWaring;MauriceJamall,Thomson,Y837-W Level 4,9781413027945,https://www.kinokuniya.co.jp/f/dsg-02-9781413027945
Who Wants to be a Star?,JuliaAllen、MargaretIggulden,Pearson Education,Y837-ｱ ,9781405869607,https://www.kinokuniya.co.jp/f/dsg-02-9781405869607
Blue Fins,SarahAxten,Macmillan,Y837-ｱ ,9780230035799,https://www.kinokuniya.co.jp/f/dsg-02-9780230035799
YOTSUBA&！ 1,KIYOHIKOAZUMA,Yen Press,Y837-ｱ ,9780316073875,https://www.kinokuniya.co.jp/f/dsg-02-9780316073875
YOTSUBA&！ 2,KIYOHIKOAZUMA,Yen Press,Y837-ｱ ,9780316073899,https://www.kinokuniya.co.jp/f/dsg-02-9780316073899
YOTSUBA&！ 3,KIYOHIKOAZUMA,Yen Press,Y837-ｱ ,9780316073905,https://www.kinokuniya.co.jp/f/dsg-02-9780316073905
YOTSUBA&！ 4,KIYOHIKOAZUMA,Yen Press,Y837-ｱ ,9780316073912,https://www.kinokuniya.co.jp/f/dsg-02-9780316073912
YOTSUBA&！ 5,KIYOHIKOAZUMA,Yen Press,Y837-ｱ ,9780316073929,https://www.kinokuniya.co.jp/f/dsg-02-9780316073929
The One and Only Ivan,KatherineApplegate,HarperCollins,Y837-ｱ ,9780007455331,https://www.kinokuniya.co.jp/f/dsg-02-9780007455331
Mansour and the Donkey,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238540,https://www.kinokuniya.co.jp/f/dsg-02-9780194238540
Peach Boy,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238540,https://www.kinokuniya.co.jp/f/dsg-02-9780194238540
Rumpelstiltskin,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238625,https://www.kinokuniya.co.jp/f/dsg-02-9780194238625
The Enormous Turnip,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238663,https://www.kinokuniya.co.jp/f/dsg-02-9780194238663
The Little Red Hen ,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238700,https://www.kinokuniya.co.jp/f/dsg-02-9780194238700
The Magic Cooking Pot,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238748,https://www.kinokuniya.co.jp/f/dsg-02-9780194238748
The Princess and the Pea,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238786,https://www.kinokuniya.co.jp/f/dsg-02-9780194238786
The Shoemaker and the Elves,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238823,https://www.kinokuniya.co.jp/f/dsg-02-9780194238823
Three BillyーGoats,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 1,9780194238861,https://www.kinokuniya.co.jp/f/dsg-02-9780194238861
The Ugly Duckling ,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 2,9780194239141,https://www.kinokuniya.co.jp/f/dsg-02-9780194239141
Thumbelina ,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 2,9780194239189,https://www.kinokuniya.co.jp/f/dsg-02-9780194239189
Amrita and the Trees ,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 2,9780194238908,https://www.kinokuniya.co.jp/f/dsg-02-9780194238908
Big Baby Finn,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 2,9780194238946,https://www.kinokuniya.co.jp/f/dsg-02-9780194238946
Jack and the Beanstalk,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 2,9780194238984,https://www.kinokuniya.co.jp/f/dsg-02-9780194238984
The Fisherman and his Wife,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 2,9780194239028,https://www.kinokuniya.co.jp/f/dsg-02-9780194239028
The Gingerbread Man,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 2,9780194239066,https://www.kinokuniya.co.jp/f/dsg-02-9780194239066
The Town Mouse and the Country Mouse,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｱ Level 2,9780194239103,https://www.kinokuniya.co.jp/f/dsg-02-9780194239103
Attack on Titan,HajimeIsayama,Kodansha Comics,Y837-ｲ 1,9781612620244,https://www.kinokuniya.co.jp/f/dsg-02-9781612620244
Attack on Titan,HajimeIsayama,Kodansha Comics,Y837-ｲ 2,9781612620251,https://www.kinokuniya.co.jp/f/dsg-02-9781612620251
Attack on Titan,HajimeIsayama,Kodansha Comics,Y837-ｲ 3,9781612620268,https://www.kinokuniya.co.jp/f/dsg-02-9781612620268
Attack on Titan,HajimeIsayama,Kodansha Comics,Y837-ｲ 4,9781612622538,https://www.kinokuniya.co.jp/f/dsg-02-9781612622538
Bad Dog? Good Dog!,RobWaring;MauriceJamall,Cengage Learning,Y837-ｳ Level 1,9781413027631,https://www.kinokuniya.co.jp/f/dsg-02-9781413027631
Rain! Rain! Rain!,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 1,9781413027624,https://www.kinokuniya.co.jp/f/dsg-02-9781413027624
Sarah's Surprise,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 1,9781413027570,https://www.kinokuniya.co.jp/f/dsg-02-9781413027570
"Goodbye, Hello!",RobWaring;MauriceJamall,Cengage Learning,Y837-ｳ Level 1,9781413027617,https://www.kinokuniya.co.jp/f/dsg-02-9781413027617
The Tickets,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 1,9781413027655,https://www.kinokuniya.co.jp/f/dsg-02-9781413027655
Get the Ball!,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 1,9781413027648,https://www.kinokuniya.co.jp/f/dsg-02-9781413027648
"Old Boat, New Boat",RobWaring;MauriceJamall,Cengage Learning,Y837-ｳ Level 2,9781413027792,https://www.kinokuniya.co.jp/f/dsg-02-9781413027792
Singer Wanted,RobWaring;MauriceJamall,Cengage Learning,Y837-ｳ Level 2,9781413027785,https://www.kinokuniya.co.jp/f/dsg-02-9781413027785
Trouble at the Zoo,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 2,9781413027778,https://www.kinokuniya.co.jp/f/dsg-02-9781413027778
The New Guitar,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 2,9781413027761,https://www.kinokuniya.co.jp/f/dsg-02-9781413027761
The Cave,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 2,9781413027808,https://www.kinokuniya.co.jp/f/dsg-02-9781413027808
Sk8 for Jake,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 2,9781413027754,https://www.kinokuniya.co.jp/f/dsg-02-9781413027754
Slam Dunk for Mark,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 3,9781413027853,https://www.kinokuniya.co.jp/f/dsg-02-9781413027853
A Good Friend,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 3,9781413027877,https://www.kinokuniya.co.jp/f/dsg-02-9781413027877
Quiz Night,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 3,9781413027846,https://www.kinokuniya.co.jp/f/dsg-02-9781413027846
Kung Fu kid,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 3,9781413027860,https://www.kinokuniya.co.jp/f/dsg-02-9781413027860
Quick Thinking,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 3,9781413027884,https://www.kinokuniya.co.jp/f/dsg-02-9781413027884
I Always Win!,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 3,9781413027891,https://www.kinokuniya.co.jp/f/dsg-02-9781413027891
Mystery on the island,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 4,9781413027976,https://www.kinokuniya.co.jp/f/dsg-02-9781413027976
The Shipwreck,RobWaring;MauriceJamall,Cengage Learning,Y837-ｳ Level 4,9781413027969,https://www.kinokuniya.co.jp/f/dsg-02-9781413027969
Lost at Sea,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 4,9781413027952,https://www.kinokuniya.co.jp/f/dsg-02-9781413027952
I Spy,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 4,9781413027921,https://www.kinokuniya.co.jp/f/dsg-02-9781413027921
Go Jimmy Go!,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 4,9781413027938,https://www.kinokuniya.co.jp/f/dsg-02-9781413027938
The Bear's Mouth,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 5,9781413028874,https://www.kinokuniya.co.jp/f/dsg-02-9781413028874
Boys vs. Girls,RobWaring;MauriceJamall,Cengage Learning,Y837-ｳ Level 5,9781413028850,https://www.kinokuniya.co.jp/f/dsg-02-9781413028850
Who's best?,RobWaring;MauriceJamall,Cengage Learning,Y837-ｳ Level 5,9781413028829,https://www.kinokuniya.co.jp/f/dsg-02-9781413028829
Where's lorena?,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 5,9781413028843,https://www.kinokuniya.co.jp/f/dsg-02-9781413028843
The Big Test,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 5,9781413028836,https://www.kinokuniya.co.jp/f/dsg-02-9781413028836
Think Daniela!,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 5,9781413028867,https://www.kinokuniya.co.jp/f/dsg-02-9781413028867
The Lost Wallet,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 6,9781413028324,https://www.kinokuniya.co.jp/f/dsg-02-9781413028324
A Helping Hand,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 6,9781413028355,https://www.kinokuniya.co.jp/f/dsg-02-9781413028355
The Old Promise,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 6,9781413028379,https://www.kinokuniya.co.jp/f/dsg-02-9781413028379
Trouble at Sea,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 6,9781413028362,https://www.kinokuniya.co.jp/f/dsg-02-9781413028362
Does He Love Me?,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 6,9781413028348,https://www.kinokuniya.co.jp/f/dsg-02-9781413028348
"No, You Can't!",RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 6,9781413028331,https://www.kinokuniya.co.jp/f/dsg-02-9781413028331
"My Mom, the Movie Star",RobWaring;MauriceJamall,Cengage Learning,Y837-ｳ Level 7,9781413028904,https://www.kinokuniya.co.jp/f/dsg-02-9781413028904
Love Online,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 7,9781413028928,https://www.kinokuniya.co.jp/f/dsg-02-9781413028928
Let's Party!,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 7,9781413028881,https://www.kinokuniya.co.jp/f/dsg-02-9781413028881
The Golden Monkey,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 7,9781413028935,https://www.kinokuniya.co.jp/f/dsg-02-9781413028935
Do It!,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 7,9781413028898,https://www.kinokuniya.co.jp/f/dsg-02-9781413028898
The Secret Tunnel,RobWaring;MauriceJamall,Thomson,Y837-ｳ Level 7,9781413028911,https://www.kinokuniya.co.jp/f/dsg-02-9781413028911
Titanic,TimVicary,Oxford University Press,Y837-ｳﾞ ,9780194236195,https://www.kinokuniya.co.jp/f/dsg-02-9780194236195
London,,Oxford University Press,Y837-ｴ ,9780194233743,https://www.kinokuniya.co.jp/f/dsg-02-9780194233743
New York,JohnEscott,Oxford University Press,Y837-ｴ ,9780194233736,https://www.kinokuniya.co.jp/f/dsg-02-9780194233736
Hannah and the Hurricane,JohnEscott,Pearson Education,Y837-ｴ ,1920408006109,https://www.kinokuniya.co.jp/f/dsg-02-1920408006109
Lucky Break,JohnEscott,Pearson Education,Y837-ｴ ,9781405876711,https://www.kinokuniya.co.jp/f/dsg-02-9781405876711
San Francisco Story,JohnEscott,Pearson Education,Y837-ｴ ,9781408231746,https://www.kinokuniya.co.jp/f/dsg-02-9781408231746
The Big Bag Mistake,JohnEscott,Pearson Education,Y837-ｴ ,9781405876704,https://www.kinokuniya.co.jp/f/dsg-02-9781405876704
Lownu Mends the Sky,SueArengo,OXFORD UNIVERSITY PRESS,Y837-ｴ Level 1,9780194238502,https://www.kinokuniya.co.jp/f/dsg-02-9780194238502
"Group/Guided Reading Notes ー Biff, Chip and Kipper stories","Liz,Miles",Oxford University Press,Y837-ｴ Stage 5,9780198482581,https://www.kinokuniya.co.jp/f/dsg-02-9780198482581
Death note デスノート,storybyTsugumiOhba、artbyTakeshiObata,Viz Media,Y837-ｵ 1,9781421501680,https://www.kinokuniya.co.jp/f/dsg-02-9781421501680
Death note デスノート,storybyTsugumiOhba、artbyTakeshiObata,Viz Media,Y837-ｵ 2,9781421501697,https://www.kinokuniya.co.jp/f/dsg-02-9781421501697
Death note デスノート,storybyTsugumiOhba、artbyTakeshiObata,Viz Media,Y837-ｵ 3,9781421501703,https://www.kinokuniya.co.jp/f/dsg-02-9781421501703
Animal Groups,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Yellow 6,9780170124973,https://www.kinokuniya.co.jp/f/dsg-02-9780170124973
Move It!,AlanTrussellCullen,CENGAGE Learning,Y837-ｶ Yellow 6,9780170124980,https://www.kinokuniya.co.jp/f/dsg-02-9780170124980
Food from the World,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Yellow 6,9780170124997,https://www.kinokuniya.co.jp/f/dsg-02-9780170124997
BRIDGES,AlanTrussellCullen,THOMSON NELSON,Y837-ｶ Level 7,9780170125062,https://www.kinokuniya.co.jp/f/dsg-02-9780170125062
I Remember When,AlanTrussellCullen,THOMSON NELSON,Y837-ｶ Level 7,9780170125079,https://www.kinokuniya.co.jp/f/dsg-02-9780170125079
Sheep Station,AlanTrussellCullen,THOMSON NELSON,Y837-ｶ Level 8,9780170125215,https://www.kinokuniya.co.jp/f/dsg-02-9780170125215
ANIMAL DISGUISES,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Level 8,9780170125222,https://www.kinokuniya.co.jp/f/dsg-02-9780170125222
Antarctic Animals,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Blue 9,9780170125321,https://www.kinokuniya.co.jp/f/dsg-02-9780170125321
Skeletons,AlanTrussellCullen,NELSON CENGAGE LearningNELSON CENGAGE LearningNELSON CENGAGE LearningNELSON CENGAGE Learning,Y837-ｶ Blue 9,9780170125338,https://www.kinokuniya.co.jp/f/dsg-02-9780170125338
Maiking Sounds,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Blue 10,9780170125420,https://www.kinokuniya.co.jp/f/dsg-02-9780170125420
Voting,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Blue 10,9780170125437,https://www.kinokuniya.co.jp/f/dsg-02-9780170125437
A Plastic World ,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Blue 11,9780170125567,https://www.kinokuniya.co.jp/f/dsg-02-9780170125567
Insect Sounds,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Blue 11,9780170125550,https://www.kinokuniya.co.jp/f/dsg-02-9780170125550
Water World,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Green 12,9780170125703,https://www.kinokuniya.co.jp/f/dsg-02-9780170125703
National Parks,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Green 12,9780170125710,https://www.kinokuniya.co.jp/f/dsg-02-9780170125710
Aspirin,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Level 13,9780170125789,https://www.kinokuniya.co.jp/f/dsg-02-9780170125789
Peacekeepers,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Level 13,9780170125796,https://www.kinokuniya.co.jp/f/dsg-02-9780170125796
The Heart,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Green 14,9780170125901,https://www.kinokuniya.co.jp/f/dsg-02-9780170125901
Gold Rush,AlanTrussellCullen,NELSON CENGAGE Learning,Y837-ｶ Green 14,9780170125918,https://www.kinokuniya.co.jp/f/dsg-02-9780170125918
What a Lottery!,ColinCampbell,Cambridge University Press,Y837-ｷ Level S,9780521683272,https://www.kinokuniya.co.jp/f/dsg-02-9780521683272
Parallel ,ColinCampbell,Cambridge University Press,Y837-ｷ Level1,9780521536516,https://www.kinokuniya.co.jp/f/dsg-02-9780521536516
Jane on Her Own,UrsulaK．LeGuin,Scholastic,Y837-ｸﾞ ,9780439551922,https://www.kinokuniya.co.jp/f/dsg-02-9780439551922
Catwings,UrsulaK．LeGuin,Scholastic,Y837-ｸﾞ ,0833545574,https://www.kinokuniya.co.jp/f/dsg-02-0833545574
Wonderful Alexander and the Catwings,UrsulaK．LeGuin,ScholasticOrchard Books,Y837-ｸﾞ ,9780439551915,https://www.kinokuniya.co.jp/f/dsg-02-9780439551915
Catwings Return,UrsulaK．LeGuin,Scholastic,Y837-ｸﾞ ,9780439551908,https://www.kinokuniya.co.jp/f/dsg-02-9780439551908
Forrest Gump,WinstonGroom,Pearson Education Limited,Y837-ｸﾞ LEVEL,4888961379,https://www.kinokuniya.co.jp/f/dsg-02-4888961379
The Leopard and the Lighthouse,AnneCollins,Pearson Education,Y837-ｺ ,9781405869669,https://www.kinokuniya.co.jp/f/dsg-02-9781405869669
The Lost Ship,StephenColbourn,Macmillan,Y837-ｺ ,9780230035829,https://www.kinokuniya.co.jp/f/dsg-02-9780230035829
Nate the Great San Francisco Detective,MarjorieWeinmanSharmat、MitchellSharmat,Yearling,Y837-ｼ ,9780440418214,https://www.kinokuniya.co.jp/f/dsg-02-9780440418214
Nate the Great and the Lost List,MarjorieWeinmanSharmat,Yearling,Y837-ｼ ,0440462827,https://www.kinokuniya.co.jp/f/dsg-02-0440462827
Nate the Great and the Monster Mess,MarjorieWeinmanSharmat,Yearling,Y837-ｼ ,9780440416623,https://www.kinokuniya.co.jp/f/dsg-02-9780440416623
Nate the great talks turkey ,MarjorieWeinmanSharmat、MitchellSharmat,Yearling,Y837-ｼ ,9780440421269,https://www.kinokuniya.co.jp/f/dsg-02-9780440421269
